experiment_name,model,dataset,params,num_completed_seeds,seeds,val_mae_mean,val_mae_std,val_mae_ci95_low,val_mae_ci95_high,val_mae_min,val_mae_max,val_mae_n,val_rmse_mean,val_rmse_std,val_rmse_ci95_low,val_rmse_ci95_high,val_rmse_min,val_rmse_max,val_rmse_n,val_mape_mean,val_mape_std,val_mape_ci95_low,val_mape_ci95_high,val_mape_min,val_mape_max,val_mape_n,val_smape_mean,val_smape_std,val_smape_ci95_low,val_smape_ci95_high,val_smape_min,val_smape_max,val_smape_n,val_wape_mean,val_wape_std,val_wape_ci95_low,val_wape_ci95_high,val_wape_min,val_wape_max,val_wape_n,val_loss_normalized_mean,val_loss_normalized_std,val_loss_normalized_ci95_low,val_loss_normalized_ci95_high,val_loss_normalized_min,val_loss_normalized_max,val_loss_normalized_n
simple_backbone_metr-la-by-disp_fil-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,metr-la-by-disp_fil-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],6.170043468475342,0.0,6.170043468475342,6.170043468475342,6.170043468475342,6.170043468475342,1,11.282514572143555,0.0,11.282514572143555,11.282514572143555,11.282514572143555,11.282514572143555,1,13592985600.0,0.0,13592985600.0,13592985600.0,13592985600.0,13592985600.0,1,24.428693771362305,0.0,24.428693771362305,24.428693771362305,24.428693771362305,24.428693771362305,1,11.250947952270508,0.0,11.250947952270508,11.250947952270508,11.250947952270508,11.250947952270508,1,0.3339431014294936,0.0,0.3339431014294936,0.3339431014294936,0.3339431014294936,0.3339431014294936,1
simple_backbone_metr-la-by-disp_fil-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,metr-la-by-disp_fil-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],5.885924339294434,0.0,5.885924339294434,5.885924339294434,5.885924339294434,5.885924339294434,1,11.23073673248291,0.0,11.23073673248291,11.23073673248291,11.23073673248291,11.23073673248291,1,13254190080.0,0.0,13254190080.0,13254190080.0,13254190080.0,13254190080.0,1,24.18381118774414,0.0,24.18381118774414,24.18381118774414,24.18381118774414,24.18381118774414,1,10.73286247253418,0.0,10.73286247253418,10.73286247253418,10.73286247253418,10.73286247253418,1,0.33092324675939905,0.0,0.33092324675939905,0.33092324675939905,0.33092324675939905,0.33092324675939905,1
simple_backbone_metr-la-by-disp_fil-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,metr-la-by-disp_fil-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],5.278532028198242,0.0,5.278532028198242,5.278532028198242,5.278532028198242,5.278532028198242,1,11.056509017944336,0.0,11.056509017944336,11.056509017944336,11.056509017944336,11.056509017944336,1,11021814784.0,0.0,11021814784.0,11021814784.0,11021814784.0,11021814784.0,1,23.555715560913086,0.0,23.555715560913086,23.555715560913086,23.555715560913086,23.555715560913086,1,9.62529468536377,0.0,9.62529468536377,9.62529468536377,9.62529468536377,9.62529468536377,1,0.32070775674743074,0.0,0.32070775674743074,0.32070775674743074,0.32070775674743074,0.32070775674743074,1
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,metr-la-by-nois_corr-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],6.551762580871582,0.0,6.551762580871582,6.551762580871582,6.551762580871582,6.551762580871582,1,11.334979057312012,0.0,11.334979057312012,11.334979057312012,11.334979057312012,11.334979057312012,1,14623662080.0,0.0,14623662080.0,14623662080.0,14623662080.0,14623662080.0,1,24.88482666015625,0.0,24.88482666015625,24.88482666015625,24.88482666015625,24.88482666015625,1,11.947005271911621,0.0,11.947005271911621,11.947005271911621,11.947005271911621,11.947005271911621,1,0.33706640152730677,0.0,0.33706640152730677,0.33706640152730677,0.33706640152730677,0.33706640152730677,1
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,metr-la-by-nois_corr-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],5.935966968536377,0.0,5.935966968536377,5.935966968536377,5.935966968536377,5.935966968536377,1,11.22963809967041,0.0,11.22963809967041,11.22963809967041,11.22963809967041,11.22963809967041,1,13436772352.0,0.0,13436772352.0,13436772352.0,13436772352.0,13436772352.0,1,24.22216033935547,0.0,24.22216033935547,24.22216033935547,24.22216033935547,24.22216033935547,1,10.824114799499512,0.0,10.824114799499512,10.824114799499512,10.824114799499512,10.824114799499512,1,0.33085860099608655,0.0,0.33085860099608655,0.33085860099608655,0.33085860099608655,0.33085860099608655,1
simple_backbone_metr-la-by-nois_corr-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,metr-la-by-nois_corr-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],5.303467750549316,0.0,5.303467750549316,5.303467750549316,5.303467750549316,5.303467750549316,1,11.00048542022705,0.0,11.00048542022705,11.00048542022705,11.00048542022705,11.00048542022705,1,11233105920.0,0.0,11233105920.0,11233105920.0,11233105920.0,11233105920.0,1,23.466018676757812,0.0,23.466018676757812,23.466018676757812,23.466018676757812,23.466018676757812,1,9.67076587677002,0.0,9.67076587677002,9.67076587677002,9.67076587677002,9.67076587677002,1,0.31745949471108265,0.0,0.31745949471108265,0.31745949471108265,0.31745949471108265,0.31745949471108265,1
simple_backbone_metr-la-by-high_sal-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,metr-la-by-high_sal-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],6.320956230163574,0.0,6.320956230163574,6.320956230163574,6.320956230163574,6.320956230163574,1,11.275915145874023,0.0,11.275915145874023,11.275915145874023,11.275915145874023,11.275915145874023,1,13715139584.0,0.0,13715139584.0,13715139584.0,13715139584.0,13715139584.0,1,24.069271087646484,0.0,24.069271087646484,24.069271087646484,24.069271087646484,24.069271087646484,1,11.467854499816895,0.0,11.467854499816895,11.467854499816895,11.467854499816895,11.467854499816895,1,0.33898956882201625,0.0,0.33898956882201625,0.33898956882201625,0.33898956882201625,0.33898956882201625,1
simple_backbone_metr-la-by-high_sal-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,metr-la-by-high_sal-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],5.712540149688721,0.0,5.712540149688721,5.712540149688721,5.712540149688721,5.712540149688721,1,11.132302284240723,0.0,11.132302284240723,11.132302284240723,11.132302284240723,11.132302284240723,1,12762708992.0,0.0,12762708992.0,12762708992.0,12762708992.0,12762708992.0,1,23.245437622070312,0.0,23.245437622070312,23.245437622070312,23.245437622070312,23.245437622070312,1,10.364029884338379,0.0,10.364029884338379,10.364029884338379,10.364029884338379,10.364029884338379,1,0.33049830731665975,0.0,0.33049830731665975,0.33049830731665975,0.33049830731665975,0.33049830731665975,1
simple_backbone_metr-la-by-high_sal-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,metr-la-by-high_sal-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],5.573419570922852,0.0,5.573419570922852,5.573419570922852,5.573419570922852,5.573419570922852,1,10.85152816772461,0.0,10.85152816772461,10.85152816772461,10.85152816772461,10.85152816772461,1,13154972672.0,0.0,13154972672.0,13154972672.0,13154972672.0,13154972672.0,1,22.943180084228516,0.0,22.943180084228516,22.943180084228516,22.943180084228516,22.943180084228516,1,10.111629486083984,0.0,10.111629486083984,10.111629486083984,10.111629486083984,10.111629486083984,1,0.3139654932212885,0.0,0.3139654932212885,0.3139654932212885,0.3139654932212885,0.3139654932212885,1
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,pems-bay-by-disp_fil-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.6449146270751953,0.0,2.6449146270751953,2.6449146270751953,2.6449146270751953,2.6449146270751953,1,5.479189395904541,0.0,5.479189395904541,5.479189395904541,5.479189395904541,5.479189395904541,1,134428.421875,0.0,134428.421875,134428.421875,134428.421875,134428.421875,1,5.610703945159912,0.0,5.610703945159912,5.610703945159912,5.610703945159912,5.610703945159912,1,4.258790016174316,0.0,4.258790016174316,4.258790016174316,4.258790016174316,4.258790016174316,1,0.3411050313180941,0.0,0.3411050313180941,0.3411050313180941,0.3411050313180941,0.3411050313180941,1
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,pems-bay-by-disp_fil-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],2.4932758808135986,0.0,2.4932758808135986,2.4932758808135986,2.4932758808135986,2.4932758808135986,1,5.32313871383667,0.0,5.32313871383667,5.32313871383667,5.32313871383667,5.32313871383667,1,133713.703125,0.0,133713.703125,133713.703125,133713.703125,133713.703125,1,5.179707050323486,0.0,5.179707050323486,5.179707050323486,5.179707050323486,5.179707050323486,1,4.014624118804932,0.0,4.014624118804932,4.014624118804932,4.014624118804932,4.014624118804932,1,0.3206836368225835,0.0,0.3206836368225835,0.3206836368225835,0.3206836368225835,0.3206836368225835,1
simple_backbone_pems-bay-by-disp_fil-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,pems-bay-by-disp_fil-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.3482651710510254,0.0,2.3482651710510254,2.3482651710510254,2.3482651710510254,2.3482651710510254,1,4.859492778778076,0.0,4.859492778778076,4.859492778778076,4.859492778778076,4.859492778778076,1,133456.53125,0.0,133456.53125,133456.53125,133456.53125,133456.53125,1,4.802271366119385,0.0,4.802271366119385,4.802271366119385,4.802271366119385,4.802271366119385,1,3.78113055229187,0.0,3.78113055229187,3.78113055229187,3.78113055229187,3.78113055229187,1,0.2672841692217654,0.0,0.2672841692217654,0.2672841692217654,0.2672841692217654,0.2672841692217654,1
simple_backbone_pems-bay-by-nois_corr-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,pems-bay-by-nois_corr-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.7675061225891113,0.0,2.7675061225891113,2.7675061225891113,2.7675061225891113,2.7675061225891113,1,5.623997211456299,0.0,5.623997211456299,5.623997211456299,5.623997211456299,5.623997211456299,1,134791.0,0.0,134791.0,134791.0,134791.0,134791.0,1,5.974921226501465,0.0,5.974921226501465,5.974921226501465,5.974921226501465,5.974921226501465,1,4.456183910369873,0.0,4.456183910369873,4.456183910369873,4.456183910369873,4.456183910369873,1,0.3599202450981901,0.0,0.3599202450981901,0.3599202450981901,0.3599202450981901,0.3599202450981901,1
simple_backbone_pems-bay-by-nois_corr-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,pems-bay-by-nois_corr-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],2.485593557357788,0.0,2.485593557357788,2.485593557357788,2.485593557357788,2.485593557357788,1,5.319532871246338,0.0,5.319532871246338,5.319532871246338,5.319532871246338,5.319532871246338,1,133824.265625,0.0,133824.265625,133824.265625,133824.265625,133824.265625,1,5.165581226348877,0.0,5.165581226348877,5.165581226348877,5.165581226348877,5.165581226348877,1,4.002254009246826,0.0,4.002254009246826,4.002254009246826,4.002254009246826,4.002254009246826,1,0.32023787697308637,0.0,0.32023787697308637,0.32023787697308637,0.32023787697308637,0.32023787697308637,1
simple_backbone_pems-bay-by-nois_corr-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,pems-bay-by-nois_corr-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.3343346118927,0.0,2.3343346118927,2.3343346118927,2.3343346118927,2.3343346118927,1,4.825006484985352,0.0,4.825006484985352,4.825006484985352,4.825006484985352,4.825006484985352,1,133659.34375,0.0,133659.34375,133659.34375,133659.34375,133659.34375,1,4.776226043701172,0.0,4.776226043701172,4.776226043701172,4.776226043701172,4.776226043701172,1,3.758699893951416,0.0,3.758699893951416,3.758699893951416,3.758699893951416,3.758699893951416,1,0.2635356881341503,0.0,0.2635356881341503,0.2635356881341503,0.2635356881341503,0.2635356881341503,1
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_GraphWaveNet_22_04_2026-11h_30-epoch_1,GraphWaveNet,pems-bay-by-high_sal-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""hidden_dim"": 64, ""k"": 2, ""lr"": 0.001, ""num_blocks"": 3, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.7110297679901123,0.0,2.7110297679901123,2.7110297679901123,2.7110297679901123,2.7110297679901123,1,5.510655879974365,0.0,5.510655879974365,5.510655879974365,5.510655879974365,5.510655879974365,1,50050340.0,0.0,50050340.0,50050340.0,50050340.0,50050340.0,1,5.806424617767334,0.0,5.806424617767334,5.806424617767334,5.806424617767334,5.806424617767334,1,4.354460716247559,0.0,4.354460716247559,4.354460716247559,4.354460716247559,4.354460716247559,1,0.35299607832556124,0.0,0.35299607832556124,0.35299607832556124,0.35299607832556124,0.35299607832556124,1
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_MTGNN_22_04_2026-11h_30-epoch_1,MTGNN,pems-bay-by-high_sal-with-alpah_filter0_4,"{""dilation_base"": 2, ""dropout"": 0.1, ""gcn_depth"": 2, ""hidden_dim"": 64, ""kernel_size"": 2, ""lr"": 0.001, ""node_dim"": 16, ""num_blocks"": 3, ""patience"": 5, ""propalpha"": 0.05, ""weight_decay"": 0.0001}",1,[42],2.4514811038970947,0.0,2.4514811038970947,2.4514811038970947,2.4514811038970947,2.4514811038970947,1,5.240492820739746,0.0,5.240492820739746,5.240492820739746,5.240492820739746,5.240492820739746,1,50099120.0,0.0,50099120.0,50099120.0,50099120.0,50099120.0,1,5.100587844848633,0.0,5.100587844848633,5.100587844848633,5.100587844848633,5.100587844848633,1,3.937572717666626,0.0,3.937572717666626,3.937572717666626,3.937572717666626,3.937572717666626,1,0.3177173706857156,0.0,0.3177173706857156,0.3177173706857156,0.3177173706857156,0.3177173706857156,1
simple_backbone_pems-bay-by-high_sal-with-alpah_filter0_4_STICformer_22_04_2026-11h_30-epoch_1,STICformer,pems-bay-by-high_sal-with-alpah_filter0_4,"{""dropout"": 0.1, ""ff_multiplier"": 2, ""hidden_dim"": 64, ""lr"": 0.001, ""num_heads"": 4, ""num_layers"": 2, ""patience"": 5, ""weight_decay"": 0.0001}",1,[42],2.1857478618621826,0.0,2.1857478618621826,2.1857478618621826,2.1857478618621826,2.1857478618621826,1,4.744147777557373,0.0,4.744147777557373,4.744147777557373,4.744147777557373,4.744147777557373,1,50281868.0,0.0,50281868.0,50281868.0,50281868.0,50281868.0,1,4.536915302276611,0.0,4.536915302276611,4.536915302276611,4.536915302276611,4.536915302276611,1,3.510751485824585,0.0,3.510751485824585,3.510751485824585,3.510751485824585,3.510751485824585,1,0.2600157362483213,0.0,0.2600157362483213,0.2600157362483213,0.2600157362483213,0.2600157362483213,1
